state,quantity,date
RAJ,19454.0,2006-07-01
TN,102100.0,2006-07-01
UP,12350.0,2006-07-01
UP,80000.0,2006-07-01
UP,5150.0,2006-07-01
UP,72000.0,2006-07-01
WB,216070.0,2006-07-01
AP,95556.0,2006-08-01
AP,1980.0,2006-08-01
ASM,31550.0,2006-08-01
BHR,6780.0,2006-08-01
DEL,257150.0,2006-08-01
GUJ,26835.0,2006-08-01
GUJ,11345.0,2006-08-01
GUJ,16155.0,2006-08-01
GUJ,8600.0,2006-08-01
HR,2450.0,2006-08-01
JH,5132.0,2006-08-01
JK,7680.0,2006-08-01
KEL,1130.0,2006-08-01
KNT,294549.0,2006-08-01
KNT,47544.0,2006-08-01
KNT,28440.0,2006-08-01
KNT,15317.0,2006-08-01
KNT,19700.0,2006-08-01
MH,141810.0,2006-08-01
MH,19200.0,2006-08-01
MP,45128.0,2006-08-01
MP,7475.0,2006-08-01
MS,980.0,2006-08-01
MS,29725.0,2006-08-01
MS,7550.0,2006-08-01
MS,6792.0,2006-08-01
MS,3000.0,2006-08-01
MS,48866.0,2006-08-01
MS,209481.0,2006-08-01
MS,300.0,2006-08-01
MS,63105.0,2006-08-01
MS,83568.0,2006-08-01
MS,61623.0,2006-08-01
MS,29270.0,2006-08-01
MS,286370.0,2006-08-01
MS,267086.0,2006-08-01
MS,40250.0,2006-08-01
MS,14670.0,2006-08-01
MS,59257.0,2006-08-01
MS,56902.0,2006-08-01
MS,5860.0,2006-08-01
MS,165129.0,2006-08-01
MS,38762.0,2006-08-01
OR,34900.0,2006-08-01
PB,1620.0,2006-08-01
PB,7401.0,2006-08-01
PB,12237.0,2006-08-01
PB,3440.0,2006-08-01
RAJ,37210.0,2006-08-01
RAJ,15966.0,2006-08-01
TN,107600.0,2006-08-01
UP,11400.0,2006-08-01
UP,69100.0,2006-08-01
UP,8055.0,2006-08-01
UP,83500.0,2006-08-01
WB,238650.0,2006-08-01
AP,107046.0,2006-09-01
AP,18987.0,2006-09-01
ASM,31450.0,2006-09-01
BHR,3550.0,2006-09-01
DEL,290825.0,2006-09-01
GUJ,4299.0,2006-09-01
GUJ,58084.0,2006-09-01
GUJ,22997.0,2006-09-01
GUJ,17894.0,2006-09-01
GUJ,25500.0,2006-09-01
HR,3550.0,2006-09-01
JH,12302.0,2006-09-01
JK,9400.0,2006-09-01
KEL,790.0,2006-09-01
KNT,423605.0,2006-09-01
KNT,38957.0,2006-09-01
KNT,1722.0,2006-09-01
KNT,35225.0,2006-09-01
KNT,15495.0,2006-09-01
KNT,27650.0,2006-09-01
MH,177800.0,2006-09-01
MH,8213.0,2006-09-01
MP,68317.0,2006-09-01
MP,7284.0,2006-09-01
MS,30531.0,2006-09-01
MS,7645.0,2006-09-01
MS,30670.0,2006-09-01
MS,4733.0,2006-09-01
MS,6055.0,2006-09-01
MS,26390.0,2006-09-01
MS,49406.0,2006-09-01
MS,246130.0,2006-09-01
MS,792.0,2006-09-01
MS,73656.0,2006-09-01
MS,86124.0,2006-09-01
MS,51998.0,2006-09-01
MS,42460.0,2006-09-01
MS,272222.0,2006-09-01
MS,209834.0,2006-09-01
MS,94144.0,2006-09-01
MS,27556.0,2006-09-01
MS,33699.0,2006-09-01
MS,1500.0,2006-09-01
MS,104054.0,2006-09-01
MS,21915.0,2006-09-01
MS,125749.0,2006-09-01
MS,108884.0,2006-09-01
OR,34200.0,2006-09-01
PB,125.0,2006-09-01
PB,6019.0,2006-09-01
PB,23639.0,2006-09-01
PB,5065.0,2006-09-01
RAJ,31003.0,2006-09-01
RAJ,14606.0,2006-09-01
TN,127300.0,2006-09-01
UP,13650.0,2006-09-01
UP,53050.0,2006-09-01
UP,5935.0,2006-09-01
UP,116500.0,2006-09-01
WB,237060.0,2006-09-01
AP,82300.0,2006-10-01
AP,1510.0,2006-10-01
ASM,23100.0,2006-10-01
DEL,253680.0,2006-10-01
GUJ,24713.0,2006-10-01
GUJ,7733.0,2006-10-01
GUJ,16213.0,2006-10-01
GUJ,12150.0,2006-10-01
HR,3830.0,2006-10-01
JH,9186.0,2006-10-01
JK,8520.0,2006-10-01
KEL,520.0,2006-10-01
KNT,646991.0,2006-10-01
KNT,42587.0,2006-10-01
KNT,5211.0,2006-10-01
KNT,22120.0,2006-10-01
KNT,7676.0,2006-10-01
KNT,60560.0,2006-10-01
MH,154700.0,2006-10-01
MH,11897.0,2006-10-01
MP,65742.0,2006-10-01
MP,2741.0,2006-10-01
MS,1100.0,2006-10-01
MS,6661.0,2006-10-01
MS,4585.0,2006-10-01
MS,8916.0,2006-10-01
MS,47005.0,2006-10-01
MS,170520.0,2006-10-01
MS,2015.0,2006-10-01
MS,27290.0,2006-10-01
MS,51333.0,2006-10-01
MS,41064.0,2006-10-01
MS,32710.0,2006-10-01
MS,209257.0,2006-10-01
MS,183299.0,2006-10-01
MS,148126.0,2006-10-01
MS,18907.0,2006-10-01
MS,28750.0,2006-10-01
MS,6000.0,2006-10-01
MS,28838.0,2006-10-01
MS,12353.0,2006-10-01
MS,29469.0,2006-10-01
MS,74179.0,2006-10-01
OR,27600.0,2006-10-01
PB,5875.0,2006-10-01
PB,25665.0,2006-10-01
PB,4935.0,2006-10-01
RAJ,25813.0,2006-10-01
RAJ,12178.0,2006-10-01
TN,107500.0,2006-10-01
UP,7555.0,2006-10-01
UP,22700.0,2006-10-01
UP,4853.0,2006-10-01
UP,61500.0,2006-10-01
WB,176930.0,2006-10-01
AP,99385.0,2006-11-01
AP,32008.0,2006-11-01
ASM,28700.0,2006-11-01
BHR,5935.0,2006-11-01
DEL,391300.0,2006-11-01
GUJ,10814.0,2006-11-01
GUJ,2121.0,2006-11-01
GUJ,36494.0,2006-11-01
GUJ,11574.0,2006-11-01
GUJ,21609.0,2006-11-01
GUJ,22450.0,2006-11-01
HR,3950.0,2006-11-01
JH,10547.0,2006-11-01
JK,8110.0,2006-11-01
KEL,620.0,2006-11-01
KNT,1016812.0,2006-11-01
KNT,113317.0,2006-11-01
KNT,11175.0,2006-11-01
KNT,18745.0,2006-11-01
KNT,16459.0,2006-11-01
KNT,287192.0,2006-11-01
MH,154750.0,2006-11-01
MH,4840.0,2006-11-01
MP,2000.0,2006-11-01
MP,188662.0,2006-11-01
MP,2073.0,2006-11-01
MS,80221.0,2006-11-01
MS,3090.0,2006-11-01
MS,36860.0,2006-11-01
MS,76512.0,2006-11-01
MS,18450.0,2006-11-01
MS,35665.0,2006-11-01
MS,46020.0,2006-11-01
MS,193125.0,2006-11-01
MS,12382.0,2006-11-01
MS,124140.0,2006-11-01
MS,96613.0,2006-11-01
MS,24756.0,2006-11-01
MS,17435.0,2006-11-01
MS,198482.0,2006-11-01
MS,129859.0,2006-11-01
MS,57388.0,2006-11-01
MS,8161.0,2006-11-01
MS,1950.0,2006-11-01
MS,6896.0,2006-11-01
MS,16127.0,2006-11-01
MS,2979.0,2006-11-01
MS,29113.0,2006-11-01
MS,29782.0,2006-11-01
OR,30050.0,2006-11-01
PB,1787.0,2006-11-01
PB,1563.0,2006-11-01
PB,3765.0,2006-11-01
RAJ,20747.0,2006-11-01
RAJ,11914.0,2006-11-01
TN,119000.0,2006-11-01
UP,11050.0,2006-11-01
UP,32750.0,2006-11-01
UP,3110.0,2006-11-01
UP,88500.0,2006-11-01
WB,148610.0,2006-11-01
AP,75890.0,2006-12-01
AP,40128.0,2006-12-01
ASM,27400.0,2006-12-01
BHR,7700.0,2006-12-01
DEL,233400.0,2006-12-01
GUJ,19958.0,2006-12-01
GUJ,135246.0,2006-12-01
GUJ,66758.0,2006-12-01
GUJ,143136.0,2006-12-01
GUJ,20390.0,2006-12-01
GUJ,27530.0,2006-12-01
HR,2785.0,2006-12-01
JH,19729.0,2006-12-01
JK,8470.0,2006-12-01
KEL,810.0,2006-12-01
KNT,659518.0,2006-12-01
KNT,58319.0,2006-12-01
KNT,6945.0,2006-12-01
KNT,12690.0,2006-12-01
KNT,10814.0,2006-12-01
KNT,188288.0,2006-12-01
MH,168450.0,2006-12-01
MH,4966.0,2006-12-01
MP,180642.0,2006-12-01
MP,867.0,2006-12-01
MS,169913.0,2006-12-01
MS,655.0,2006-12-01
MS,105040.0,2006-12-01
MS,98213.0,2006-12-01
MS,17530.0,2006-12-01
MS,10782.0,2006-12-01
MS,37996.0,2006-12-01
MS,368625.0,2006-12-01
MS,13072.0,2006-12-01
MS,206434.0,2006-12-01
MS,209522.0,2006-12-01
MS,24206.0,2006-12-01
MS,8265.0,2006-12-01
MS,415497.0,2006-12-01
MS,188475.0,2006-12-01
MS,40417.0,2006-12-01
MS,12782.0,2006-12-01
MS,6200.0,2006-12-01
MS,25160.0,2006-12-01
MS,40737.0,2006-12-01
MS,4044.0,2006-12-01
MS,50850.0,2006-12-01
MS,11582.0,2006-12-01
MS,123824.0,2006-12-01
OR,30200.0,2006-12-01
PB,3745.0,2006-12-01
PB,707.0,2006-12-01
PB,3010.0,2006-12-01
RAJ,27458.0,2006-12-01
RAJ,12287.0,2006-12-01
TN,105500.0,2006-12-01
UP,10300.0,2006-12-01
UP,44000.0,2006-12-01
UP,4675.0,2006-12-01
UP,90400.0,2006-12-01
WB,157030.0,2006-12-01
AP,62864.0,2007-01-01
AP,1673.0,2007-01-01
ASM,25900.0,2007-01-01
BHR,22910.0,2007-01-01
DEL,190560.0,2007-01-01
GUJ,381442.0,2007-01-01
GUJ,56414.0,2007-01-01
GUJ,237731.0,2007-01-01
GUJ,20708.0,2007-01-01
GUJ,35400.0,2007-01-01
HP,1028.0,2007-01-01
HR,4380.0,2007-01-01
HR,3510.0,2007-01-01
JH,7922.0,2007-01-01
JK,8830.0,2007-01-01
KEL,540.0,2007-01-01
KNT,268268.0,2007-01-01
KNT,27554.0,2007-01-01
KNT,1250.0,2007-01-01
KNT,8060.0,2007-01-01
KNT,3495.0,2007-01-01
KNT,61307.0,2007-01-01
MH,205200.0,2007-01-01
MH,7750.0,2007-01-01
MP,90930.0,2007-01-01
MP,701.0,2007-01-01
MS,105069.0,2007-01-01
MS,69281.0,2007-01-01
MS,56710.0,2007-01-01
MS,71263.0,2007-01-01
MS,4761.0,2007-01-01
MS,6725.0,2007-01-01
MS,4169.0,2007-01-01
MS,2000.0,2007-01-01
MS,43254.0,2007-01-01
MS,433795.0,2007-01-01
MS,13032.0,2007-01-01
MS,120460.0,2007-01-01
MS,240261.0,2007-01-01
MS,19396.0,2007-01-01
MS,30505.0,2007-01-01
MS,352842.0,2007-01-01
MS,271798.0,2007-01-01
MS,34751.0,2007-01-01
MS,35115.0,2007-01-01
MS,2340.0,2007-01-01
MS,32903.0,2007-01-01
MS,30714.0,2007-01-01
MS,696.0,2007-01-01
MS,22616.0,2007-01-01
MS,62311.0,2007-01-01
MS,27598.0,2007-01-01
MS,164865.0,2007-01-01
OR,15300.0,2007-01-01
PB,3105.0,2007-01-01
PB,1669.0,2007-01-01
PB,2570.0,2007-01-01
RAJ,24641.0,2007-01-01
RAJ,10177.0,2007-01-01
TN,84800.0,2007-01-01
UP,10300.0,2007-01-01
UP,14650.0,2007-01-01
UP,2295.0,2007-01-01
UP,116000.0,2007-01-01
WB,153370.0,2007-01-01
AP,65597.0,2007-02-01
AP,1491.0,2007-02-01
ASM,23700.0,2007-02-01
BHR,26500.0,2007-02-01
DEL,218680.0,2007-02-01
GUJ,302428.0,2007-02-01
GUJ,74513.0,2007-02-01
GUJ,242307.0,2007-02-01
GUJ,14769.0,2007-02-01
GUJ,27650.0,2007-02-01
HP,318.0,2007-02-01
HR,4300.0,2007-02-01
HR,3000.0,2007-02-01
JH,4338.0,2007-02-01
JK,11160.0,2007-02-01
KEL,600.0,2007-02-01
KNT,240681.0,2007-02-01
KNT,61736.0,2007-02-01
KNT,1050.0,2007-02-01
KNT,6627.0,2007-02-01
KNT,27688.0,2007-02-01
MH,192950.0,2007-02-01
MH,12494.0,2007-02-01
MP,57628.0,2007-02-01
MP,577.0,2007-02-01
MS,120784.0,2007-02-01
MS,280490.0,2007-02-01
MS,100760.0,2007-02-01
MS,35570.0,2007-02-01
MS,5020.0,2007-02-01
MS,30534.0,2007-02-01
MS,11700.0,2007-02-01
MS,74077.0,2007-02-01
MS,359701.0,2007-02-01
MS,38453.0,2007-02-01
MS,127842.0,2007-02-01
MS,167211.0,2007-02-01
MS,28383.0,2007-02-01
MS,50820.0,2007-02-01
MS,315811.0,2007-02-01
MS,566022.0,2007-02-01
MS,114113.0,2007-02-01
MS,40638.0,2007-02-01
MS,76813.0,2007-02-01
MS,29000.0,2007-02-01
MS,8691.0,2007-02-01
MS,65317.0,2007-02-01
MS,87344.0,2007-02-01
MS,32179.0,2007-02-01
MS,254011.0,2007-02-01
OR,19500.0,2007-02-01
PB,400.0,2007-02-01
PB,1750.0,2007-02-01
RAJ,28587.0,2007-02-01
RAJ,11850.0,2007-02-01
TN,88300.0,2007-02-01
TN,24684.0,2007-02-01
UP,8095.0,2007-02-01
UP,25000.0,2007-02-01
UP,1630.0,2007-02-01
UP,109701.0,2007-02-01
WB,167950.0,2007-02-01
AP,59939.0,2007-03-01
AP,1415.0,2007-03-01
ASM,35500.0,2007-03-01
BHR,21000.0,2007-03-01
DEL,291710.0,2007-03-01
GUJ,5498.0,2007-03-01
GUJ,75069.0,2007-03-01
GUJ,82104.0,2007-03-01
GUJ,160521.0,2007-03-01
GUJ,10645.0,2007-03-01
GUJ,20550.0,2007-03-01
HP,30.0,2007-03-01
HR,6400.0,2007-03-01
HR,6370.0,2007-03-01
JH,6172.0,2007-03-01
JK,9040.0,2007-03-01
KEL,950.0,2007-03-01
KNT,220832.0,2007-03-01
KNT,43695.0,2007-03-01
KNT,2300.0,2007-03-01
KNT,6768.0,2007-03-01
KNT,37130.0,2007-03-01
MH,221800.0,2007-03-01
MH,1340.0,2007-03-01
MP,90420.0,2007-03-01
MP,2035.0,2007-03-01
MS,114846.0,2007-03-01
MS,100900.0,2007-03-01
MS,79090.0,2007-03-01
MS,53867.0,2007-03-01
MS,5260.0,2007-03-01
MS,4880.0,2007-03-01
MS,50556.0,2007-03-01
MS,68289.0,2007-03-01
MS,320005.0,2007-03-01
MS,28733.0,2007-03-01
MS,129543.0,2007-03-01
MS,144378.0,2007-03-01
MS,46768.0,2007-03-01
MS,39972.0,2007-03-01
MS,344990.0,2007-03-01
MS,449404.0,2007-03-01
MS,140986.0,2007-03-01
MS,42805.0,2007-03-01
MS,2499.0,2007-03-01
MS,31520.0,2007-03-01
MS,52384.0,2007-03-01
MS,39398.0,2007-03-01
MS,75486.0,2007-03-01
MS,83651.0,2007-03-01
MS,28680.0,2007-03-01
MS,98136.0,2007-03-01
OR,21200.0,2007-03-01
PB,1627.0,2007-03-01
PB,4810.0,2007-03-01
RAJ,25371.0,2007-03-01
RAJ,22172.0,2007-03-01
TN,113900.0,2007-03-01
TN,25355.0,2007-03-01
UP,15550.0,2007-03-01
UP,53300.0,2007-03-01
UP,3660.0,2007-03-01
UP,89643.0,2007-03-01
WB,131610.0,2007-03-01
AP,64327.0,2007-04-01
AP,987.0,2007-04-01
ASM,30200.0,2007-04-01
BHR,6450.0,2007-04-01
DEL,314940.0,2007-04-01
GUJ,37653.0,2007-04-01
GUJ,75287.0,2007-04-01
GUJ,221973.0,2007-04-01
GUJ,15087.0,2007-04-01
GUJ,30900.0,2007-04-01
HP,65.0,2007-04-01
HR,5705.0,2007-04-01
HR,9070.0,2007-04-01
JH,343.0,2007-04-01
JK,9010.0,2007-04-01
KEL,150.0,2007-04-01
KNT,221698.0,2007-04-01
KNT,63512.0,2007-04-01
KNT,4000.0,2007-04-01
KNT,6410.0,2007-04-01
KNT,33610.0,2007-04-01
MH,235600.0,2007-04-01
MP,125460.0,2007-04-01
MP,5027.0,2007-04-01
MS,4492.0,2007-04-01
MS,14749.0,2007-04-01
MS,71800.0,2007-04-01
MS,53504.0,2007-04-01
MS,15595.0,2007-04-01
MS,6780.0,2007-04-01
MS,42550.0,2007-04-01
MS,54027.0,2007-04-01
MS,320725.0,2007-04-01
MS,18170.0,2007-04-01
MS,132866.0,2007-04-01
MS,169142.0,2007-04-01
MS,22874.0,2007-04-01
MS,28639.0,2007-04-01
MS,439758.0,2007-04-01
MS,267526.0,2007-04-01
MS,49492.0,2007-04-01
MS,43001.0,2007-04-01
MS,10666.0,2007-04-01
MS,56336.0,2007-04-01
MS,89047.0,2007-04-01
MS,22665.0,2007-04-01
MS,39368.0,2007-04-01
MS,94638.0,2007-04-01
MS,19564.0,2007-04-01
MS,222921.0,2007-04-01
OR,26900.0,2007-04-01
PB,6550.0,2007-04-01
PB,2716.0,2007-04-01
PB,6150.0,2007-04-01
RAJ,32773.0,2007-04-01
RAJ,25878.0,2007-04-01
TN,88700.0,2007-04-01
TN,35680.0,2007-04-01
UP,25700.0,2007-04-01
UP,43700.0,2007-04-01
UP,1380.0,2007-04-01
UP,109336.0,2007-04-01
WB,143180.0,2007-04-01
AP,69474.0,2007-05-01
AP,795.0,2007-05-01
ASM,35450.0,2007-05-01
BHR,16850.0,2007-05-01
DEL,299210.0,2007-05-01
GUJ,58470.0,2007-05-01
GUJ,92509.0,2007-05-01
GUJ,13737.0,2007-05-01
GUJ,32350.0,2007-05-01
HP,138.0,2007-05-01
HR,4900.0,2007-05-01
HR,9390.0,2007-05-01
JH,3418.0,2007-05-01
JK,4020.0,2007-05-01
KEL,800.0,2007-05-01
KNT,311532.0,2007-05-01
KNT,58849.0,2007-05-01
KNT,2100.0,2007-05-01
KNT,6430.0,2007-05-01
KNT,34964.0,2007-05-01
MH,176300.0,2007-05-01
MP,225381.0,2007-05-01
MP,1843.0,2007-05-01
MP,13811.0,2007-05-01
MS,104044.0,2007-05-01
MS,4815.0,2007-05-01
MS,20000.0,2007-05-01
MS,66050.0,2007-05-01
MS,18060.0,2007-05-01
MS,12530.0,2007-05-01
MS,28467.0,2007-05-01
MS,53409.0,2007-05-01
MS,304004.0,2007-05-01
MS,2466.0,2007-05-01
MS,173121.0,2007-05-01
MS,188757.0,2007-05-01
MS,26013.0,2007-05-01
MS,35683.0,2007-05-01
MS,417858.0,2007-05-01
MS,198159.0,2007-05-01
MS,151634.0,2007-05-01
MS,5828.0,2007-05-01
MS,40471.0,2007-05-01
MS,68640.0,2007-05-01
MS,101108.0,2007-05-01
MS,41373.0,2007-05-01
MS,92998.0,2007-05-01
MS,28522.0,2007-05-01
MS,97616.0,2007-05-01
OR,42900.0,2007-05-01
PB,6680.0,2007-05-01
PB,7978.0,2007-05-01
PB,5994.0,2007-05-01
RAJ,43403.0,2007-05-01
RAJ,21131.0,2007-05-01
TN,109200.0,2007-05-01
UP,24050.0,2007-05-01
UP,11700.0,2007-05-01
UP,4500.0,2007-05-01
UP,85200.0,2007-05-01
WB,190450.0,2007-05-01
AP,57179.0,2007-06-01
AP,2189.0,2007-06-01
ASM,32830.0,2007-06-01
BHR,5950.0,2007-06-01
DEL,420750.0,2007-06-01
GUJ,15745.0,2007-06-01
GUJ,15501.0,2007-06-01
GUJ,9236.0,2007-06-01
GUJ,33300.0,2007-06-01
HR,4100.0,2007-06-01
HR,13340.0,2007-06-01
JH,2588.0,2007-06-01
JK,10830.0,2007-06-01
KEL,890.0,2007-06-01
KNT,264983.0,2007-06-01
KNT,43771.0,2007-06-01
KNT,2571.0,2007-06-01
KNT,12480.0,2007-06-01
KNT,28704.0,2007-06-01
MH,219550.0,2007-06-01
MH,200.0,2007-06-01
MP,159832.0,2007-06-01
MP,14204.0,2007-06-01
MS,102811.0,2007-06-01
MS,5645.0,2007-06-01
MS,60700.0,2007-06-01
MS,18341.0,2007-06-01
MS,3554.0,2007-06-01
MS,1990.0,2007-06-01
MS,32684.0,2007-06-01
MS,144160.0,2007-06-01
MS,539.0,2007-06-01
MS,96514.0,2007-06-01
MS,78600.0,2007-06-01
MS,28510.0,2007-06-01
MS,28126.0,2007-06-01
MS,207113.0,2007-06-01
MS,166871.0,2007-06-01
MS,146285.0,2007-06-01
MS,28623.0,2007-06-01
MS,2838.0,2007-06-01
MS,80821.0,2007-06-01
MS,168846.0,2007-06-01
MS,31749.0,2007-06-01
MS,61290.0,2007-06-01
MS,21592.0,2007-06-01
MS,48406.0,2007-06-01
OR,31300.0,2007-06-01
PB,900.0,2007-06-01
PB,10150.0,2007-06-01
PB,7670.0,2007-06-01
PB,4952.0,2007-06-01
RAJ,47118.0,2007-06-01
RAJ,45234.0,2007-06-01
TN,106400.0,2007-06-01
UP,14535.0,2007-06-01
UP,38541.0,2007-06-01
UP,870.0,2007-06-01
UP,25600.0,2007-06-01
WB,115150.0,2007-06-01
AP,63976.0,2007-07-01
AP,15142.0,2007-07-01
ASM,28840.0,2007-07-01
BHR,4515.0,2007-07-01
DEL,319250.0,2007-07-01
GUJ,2373.0,2007-07-01
GUJ,17086.0,2007-07-01
GUJ,8812.0,2007-07-01
GUJ,14536.0,2007-07-01
GUJ,26680.0,2007-07-01
HP,40.0,2007-07-01
HR,4450.0,2007-07-01
HR,11020.0,2007-07-01
JH,7392.0,2007-07-01
JK,13350.0,2007-07-01
KEL,695.0,2007-07-01
KNT,212955.0,2007-07-01
KNT,32919.0,2007-07-01
KNT,410.0,2007-07-01
KNT,8290.0,2007-07-01
KNT,22403.0,2007-07-01
MH,205440.0,2007-07-01
MP,54783.0,2007-07-01
MS,77995.0,2007-07-01
MS,285.0,2007-07-01
MS,74450.0,2007-07-01
MS,13135.0,2007-07-01
MS,451.0,2007-07-01
MS,3060.0,2007-07-01
MS,29425.0,2007-07-01
MS,32465.0,2007-07-01
MS,243280.0,2007-07-01
MS,30.0,2007-07-01
MS,96205.0,2007-07-01
MS,73136.0,2007-07-01
MS,30589.0,2007-07-01
MS,29815.0,2007-07-01
MS,211745.0,2007-07-01
MS,152773.0,2007-07-01
MS,121116.0,2007-07-01
MS,6579.0,2007-07-01
MS,29497.0,2007-07-01
MS,62714.0,2007-07-01
MS,44790.0,2007-07-01
MS,43497.0,2007-07-01
MS,66901.0,2007-07-01
MS,4930.0,2007-07-01
MS,96175.0,2007-07-01
OR,34800.0,2007-07-01
PB,80.0,2007-07-01
PB,14350.0,2007-07-01
PB,7039.0,2007-07-01
PB,5672.0,2007-07-01
PB,6560.0,2007-07-01
PB,3730.0,2007-07-01
RAJ,40954.0,2007-07-01
RAJ,20923.0,2007-07-01
TN,101800.0,2007-07-01
UP,15700.0,2007-07-01
UP,59390.0,2007-07-01
UP,400.0,2007-07-01
UP,4050.0,2007-07-01
WB,164050.0,2007-07-01
AP,70708.0,2007-08-01
AP,90306.0,2007-08-01
ASM,26750.0,2007-08-01
BHR,4460.0,2007-08-01
DEL,256770.0,2007-08-01
GUJ,2445.0,2007-08-01
GUJ,19706.0,2007-08-01
GUJ,7319.0,2007-08-01
GUJ,15501.0,2007-08-01
GUJ,11780.0,2007-08-01
HR,3440.0,2007-08-01
HR,11810.0,2007-08-01
JH,10602.0,2007-08-01
JK,8390.0,2007-08-01
KEL,590.0,2007-08-01
KNT,319176.0,2007-08-01
KNT,31521.0,2007-08-01
KNT,12245.0,2007-08-01
KNT,2900.0,2007-08-01
KNT,19235.0,2007-08-01
MH,181550.0,2007-08-01
MH,754.0,2007-08-01
MP,42321.0,2007-08-01
MS,65136.0,2007-08-01
MS,3795.0,2007-08-01
MS,82600.0,2007-08-01
MS,7516.0,2007-08-01
MS,1595.0,2007-08-01
MS,52198.0,2007-08-01
MS,6600.0,2007-08-01
MS,42209.0,2007-08-01
MS,219996.0,2007-08-01
MS,498.0,2007-08-01
MS,92702.0,2007-08-01
MS,57698.0,2007-08-01
MS,23234.0,2007-08-01
MS,32875.0,2007-08-01
MS,177108.0,2007-08-01
MS,162499.0,2007-08-01
MS,86608.0,2007-08-01
MS,7582.0,2007-08-01
MS,49878.0,2007-08-01
MS,88320.0,2007-08-01
MS,82436.0,2007-08-01
MS,32053.0,2007-08-01
MS,34308.0,2007-08-01
MS,2965.0,2007-08-01
MS,58335.0,2007-08-01
OR,42500.0,2007-08-01
PB,60.0,2007-08-01
PB,11280.0,2007-08-01
PB,5823.0,2007-08-01
PB,5683.0,2007-08-01
PB,1950.0,2007-08-01
PB,1760.0,2007-08-01
RAJ,33344.0,2007-08-01
RAJ,12585.0,2007-08-01
TN,83600.0,2007-08-01
UP,18700.0,2007-08-01
UP,24463.0,2007-08-01
UP,800.0,2007-08-01
UP,500.0,2007-08-01
WB,206280.0,2007-08-01
AP,69297.0,2007-09-01
AP,74941.0,2007-09-01
ASM,17180.0,2007-09-01
BHR,8590.0,2007-09-01
DEL,231150.0,2007-09-01
GUJ,14176.0,2007-09-01
GUJ,2038.0,2007-09-01
GUJ,10916.0,2007-09-01
GUJ,9150.0,2007-09-01
HR,3300.0,2007-09-01
HR,8800.0,2007-09-01
JH,6624.0,2007-09-01
JK,2420.0,2007-09-01
KEL,300.0,2007-09-01
KNT,724493.0,2007-09-01
KNT,24063.0,2007-09-01
KNT,3430.0,2007-09-01
KNT,10255.0,2007-09-01
KNT,34645.0,2007-09-01
MH,144700.0,2007-09-01
MH,1434.0,2007-09-01
MP,8584.0,2007-09-01
MS,49002.0,2007-09-01
MS,3585.0,2007-09-01
MS,68200.0,2007-09-01
MS,7141.0,2007-09-01
MS,3040.0,2007-09-01
MS,26277.0,2007-09-01
MS,13100.0,2007-09-01
MS,31610.0,2007-09-01
MS,174015.0,2007-09-01
MS,5415.0,2007-09-01
MS,55334.0,2007-09-01
MS,32527.0,2007-09-01
MS,17492.0,2007-09-01
MS,22015.0,2007-09-01
MS,105812.0,2007-09-01
MS,113573.0,2007-09-01
MS,22556.0,2007-09-01
MS,4511.0,2007-09-01
MS,11916.0,2007-09-01
MS,15761.0,2007-09-01
MS,61150.0,2007-09-01
MS,40895.0,2007-09-01
MS,21851.0,2007-09-01
MS,73188.0,2007-09-01
MS,10974.0,2007-09-01
MS,64609.0,2007-09-01
OR,33850.0,2007-09-01
PB,1500.0,2007-09-01
PB,12619.0,2007-09-01
PB,1835.0,2007-09-01
RAJ,27788.0,2007-09-01
RAJ,6538.0,2007-09-01
TN,116100.0,2007-09-01
UP,16650.0,2007-09-01
UP,44564.0,2007-09-01
UP,250.0,2007-09-01
UP,23000.0,2007-09-01
WB,161210.0,2007-09-01
AP,69325.0,2007-10-01
AP,53640.0,2007-10-01
ASM,27800.0,2007-10-01
BHR,12675.0,2007-10-01
DEL,243130.0,2007-10-01
GUJ,17810.0,2007-10-01
GUJ,1031.0,2007-10-01
GUJ,20387.0,2007-10-01
GUJ,7300.0,2007-10-01
HR,4250.0,2007-10-01
HR,7610.0,2007-10-01
JH,6586.0,2007-10-01
JK,900.0,2007-10-01
KNT,1437923.0,2007-10-01
KNT,89283.0,2007-10-01
KNT,9420.0,2007-10-01
KNT,5750.0,2007-10-01
KNT,380208.0,2007-10-01
MH,176530.0,2007-10-01
MP,115552.0,2007-10-01
MS,142250.0,2007-10-01
MS,3440.0,2007-10-01
MS,36092.0,2007-10-01
MS,26172.0,2007-10-01
MS,274.0,2007-10-01
MS,1570.0,2007-10-01
MS,15662.0,2007-10-01
MS,6000.0,2007-10-01
MS,35717.0,2007-10-01
MS,101965.0,2007-10-01
MS,23010.0,2007-10-01
MS,55290.0,2007-10-01
MS,19093.0,2007-10-01
MS,10971.0,2007-10-01
MS,11855.0,2007-10-01
MS,46973.0,2007-10-01
MS,174864.0,2007-10-01
MS,8650.0,2007-10-01
MS,13968.0,2007-10-01
MS,27327.0,2007-10-01
MS,5426.0,2007-10-01
MS,12582.0,2007-10-01
MS,147942.0,2007-10-01
MS,5369.0,2007-10-01
MS,30856.0,2007-10-01
OR,44200.0,2007-10-01
PB,1300.0,2007-10-01
PB,4164.0,2007-10-01
PB,3705.0,2007-10-01
RAJ,28550.0,2007-10-01
RAJ,16474.0,2007-10-01
TN,119900.0,2007-10-01
