llhd,beta,alpha
-5143.6874871294,42.1210526315789,15.810526315789499
-5170.04752087927,42.1210526315789,16.857894736842102
-5196.00578118795,42.1210526315789,17.905263157894698
-5221.553665825711,42.1210526315789,18.952631578947397
-5246.68723434476,42.1210526315789,20.0
-4770.300549534721,44.7473684210526,0.1
-4785.99692117248,44.7473684210526,1.14736842105263
-4806.436601312779,44.7473684210526,2.19473684210526
-4829.7516567435705,44.7473684210526,3.2421052631578897
-4854.9522308661,44.7473684210526,4.28947368421053
-4881.42138341201,44.7473684210526,5.33684210526316
-4908.72847306685,44.7473684210526,6.3842105263157904
-4936.550905648621,44.7473684210526,7.43157894736842
-4964.6408752260995,44.7473684210526,8.47894736842105
-4992.80842296215,44.7473684210526,9.52631578947368
-5020.909592845301,44.7473684210526,10.5736842105263
-5048.83671636201,44.7473684210526,11.6210526315789
-5076.51034760878,44.7473684210526,12.6684210526316
-5103.87275148721,44.7473684210526,13.715789473684199
-5130.88278122756,44.7473684210526,14.7631578947368
-5157.51191757789,44.7473684210526,15.810526315789499
-5183.7412354342605,44.7473684210526,16.857894736842102
-5209.559090741261,44.7473684210526,17.905263157894698
-5234.9593583188,44.7473684210526,18.952631578947397
-5259.940087980829,44.7473684210526,20.0
-4779.14010673378,47.37368421052629,0.1
-4796.44871952421,47.37368421052629,1.14736842105263
-4818.03770490243,47.37368421052629,2.19473684210526
-4842.18926710517,47.37368421052629,3.2421052631578897
-4867.99873486425,47.37368421052629,4.28947368421053
-4894.90426632434,47.37368421052629,5.33684210526316
-4922.51390434485,47.37368421052629,6.3842105263157904
-4950.53403476774,47.37368421052629,7.43157894736842
-4978.7394022934295,47.37368421052629,8.47894736842105
-5006.9578192447,47.37368421052629,9.52631578947368
-5035.05934751376,47.37368421052629,10.5736842105263
-5062.94736029506,47.37368421052629,11.6210526315789
-5090.5511060899,47.37368421052629,12.6684210526316
-5117.8197044544,47.37368421052629,13.715789473684199
-5144.71742604633,47.37368421052629,14.7631578947368
-5171.22004650306,47.37368421052629,15.810526315789499
-5197.312057062511,47.37368421052629,16.857894736842102
-5222.98454002265,47.37368421052629,17.905263157894698
-5248.23355232619,47.37368421052629,18.952631578947397
-5273.05889463475,47.37368421052629,20.0
-4788.77917761159,50.0,0.1
-4807.48776103226,50.0,1.14736842105263
-4830.068079046389,50.0,2.19473684210526
-4854.9345115818105,50.0,3.2421052631578897
-4881.25771639176,50.0,4.28947368421053
-4908.52454229489,50.0,5.33684210526316
-4936.37721972182,50.0,6.3842105263157904
-4964.547792725,50.0,7.43157894736842
-4992.83100978301,50.0,8.47894736842105
-5021.07046528526,50.0,9.52631578947368
-5049.14867592236,50.0,10.5736842105263
-5076.978825961451,50.0,11.6210526315789
-5104.49788781122,50.0,12.6684210526316
-5131.6610682692,50.0,13.715789473684199
-5158.437446334029,50.0,14.7631578947368
-5184.80660697224,50.0,15.810526315789499
-5210.75606883173,50.0,16.857894736842102
-5236.279327517271,50.0,17.905263157894698
-5261.37436892313,50.0,18.952631578947397
-5286.04253887404,50.0,20.0
