sample_id,metabolite,flux
Cancer6,ala_L_m,0.0046649063000000004
Cancer6,asp_L_m,0.0039456497000000005
Cancer6,cys_L_m,0.0031230366000000002
Healthy1,glyc3p_m,0.08982240670000001
Healthy1,cytd_m,0.0754124481
Healthy1,dcyt_m,0.0755778146
Healthy1,cgly_m,0.1
Healthy1,amp_m,0.09999996800000001
Healthy1,nmn_m,0.10000000070000001
Healthy1,26dap_M_m,0.0850424617
Healthy1,orn_m,0.0999999718
Healthy1,csn_m,0.002792423
Healthy1,acnam_m,0.0978554715
Healthy1,gam_m,0.09430026970000001
Healthy1,acgam_m,0.0964110133
Healthy1,acmana_m,0.0964112473
Healthy1,dgsn_m,0.0656523083
Healthy1,gsn_m,0.0619825648
Healthy1,metsox_S_L_m,0.08794585070000001
Healthy1,adn_m,0.07648644980000001
Healthy1,dad_2_m,0.0780642555
Healthy1,ptrc_m,0.00020213580000000002
Healthy1,uri_m,1e-06
Healthy1,pi_m,0.011752746900000001
Healthy1,asn_L_m,0.022500000000000003
Healthy1,lys_L_m,0.0029815498000000003
Healthy1,gln_L_m,0.018000000000000002
Healthy1,arg_L_m,0.0149999532
Healthy1,his_L_m,0.015
Healthy1,ade_m,0.0028013782000000003
Healthy1,gua_m,0.0026568533
Healthy1,tyr_L_m,0.0055926363
Healthy1,ura_m,1e-06
Healthy1,ile_L_m,0.0076408056
Healthy1,leu_L_m,0.0054668514
Healthy1,trp_L_m,0.0081819878
Healthy1,val_L_m,0.0067854664000000006
Healthy1,glu_L_m,0.0083361662
Healthy1,met_L_m,0.0092875575
Healthy1,pro_L_m,0.0091126954
Healthy1,fol_m,0.0006125204
Healthy1,fe3_m,0.0016696565
Healthy1,fe2_m,0.0011613422
Healthy1,k_m,0.0014162672
Healthy1,cl_m,0.0014155459000000001
Healthy1,zn2_m,0.0014155888
Healthy1,ca2_m,0.0014155069
Healthy1,cu2_m,0.0014154569000000001
Healthy1,mn2_m,0.0014154852
Healthy1,cobalt2_m,0.0014153668
Healthy1,mg2_m,0.0014150243
Healthy1,pnto_R_m,0.0001093159
Healthy1,12dgr180_m,1e-06
Healthy1,pydam_m,0.0010638771
Healthy1,spmd_m,0.0004009571
Healthy1,thm_m,0.00039950200000000004
Healthy1,pheme_m,0.00037613180000000004
Healthy1,sheme_m,0.0001683214
Healthy1,ocdcea_m,1e-06
Healthy1,q8_m,0.000199847
Healthy1,2dmmq8_m,4.8093e-06
Healthy1,4abz_m,1e-06
Healthy1,indole_m,6.67636e-05
Healthy1,gthox_m,1e-06
Healthy1,thymd_m,1e-06
Healthy1,amylose300_m,1e-06
Healthy1,galmannan_m,1e-06
Healthy1,xyluglc_m,1e-06
Healthy1,starch1200_m,1e-06
Healthy1,adocbl_m,1e-06
Healthy1,xyl_D_m,1e-06
Healthy1,mqn7_m,2.4155200000000002e-05
Healthy1,pydx_m,2.6672500000000003e-05
Healthy1,pydxn_m,2.6698500000000005e-05
Healthy1,ncam_m,0.0027370638
Healthy1,no2_m,0.0025661457
Healthy1,gly_m,0.0043431343
Healthy1,phe_L_m,0.0036731952000000003
Healthy1,thr_L_m,0.0096947735
Healthy1,ser_L_m,0.0077203919
Healthy1,ala_D_m,0.0081311493
Healthy1,ala_L_m,0.0081239741
Healthy1,asp_L_m,0.005877427
Healthy1,cys_L_m,0.0051158908
Healthy2,glyc3p_m,0.0875378706
Healthy2,cytd_m,0.06195317300000001
Healthy2,dcyt_m,0.0585921038
Healthy2,cgly_m,0.1
Healthy2,amp_m,0.1000000018
Healthy2,nmn_m,0.0999999994
Healthy2,26dap_M_m,0.0837481046
Healthy2,orn_m,0.1000000047
Healthy2,csn_m,0.0037744641
Healthy2,acnam_m,0.09659403080000001
Healthy2,gam_m,0.0804349555
Healthy2,acgam_m,0.0929480465
Healthy2,acmana_m,0.0930667251
Healthy2,dgsn_m,0.0420216582
Healthy2,gsn_m,0.0432401786
Healthy2,metsox_S_L_m,0.0804826416
Healthy2,adn_m,0.0538204247
Healthy2,dad_2_m,0.052360071
Healthy2,ptrc_m,0.0008884787000000001
Healthy2,uri_m,1e-06
Healthy2,pi_m,0.028511631000000003
Healthy2,asn_L_m,0.022500000000000003
Healthy2,lys_L_m,0.0024819217
Healthy2,gln_L_m,0.018000000000000002
Healthy2,arg_L_m,0.014999991700000001
Healthy2,his_L_m,0.015
Healthy2,ade_m,0.0036724181000000002
Healthy2,gua_m,0.0035633968
Healthy2,tyr_L_m,0.0086624974
Healthy2,ura_m,1e-06
Healthy2,ile_L_m,0.0057441169
Healthy2,leu_L_m,0.0036049176000000002
Healthy2,trp_L_m,0.0081820042
Healthy2,val_L_m,0.0046040762
Healthy2,glu_L_m,0.0074564909
Healthy2,met_L_m,0.0079767378
Healthy2,pro_L_m,0.0078770025
Healthy2,fol_m,0.0026658022
Healthy2,fe3_m,0.0019220456
Healthy2,fe2_m,0.001816169
Healthy2,k_m,0.0018685584000000001
Healthy2,cl_m,0.0018685239
Healthy2,zn2_m,0.0018685470000000001
Healthy2,ca2_m,0.0018685403
Healthy2,cu2_m,0.0018685437
Healthy2,mn2_m,0.0018685368000000001
Healthy2,cobalt2_m,0.001868531
Healthy2,mg2_m,0.0018685470000000001
Healthy2,pnto_R_m,0.0012119782000000001
Healthy2,12dgr180_m,0.0024283614
Healthy2,pydam_m,0.0001601267
Healthy2,spmd_m,0.0010407766
Healthy2,thm_m,0.0010364485
Healthy2,pheme_m,0.0007860211000000001
Healthy2,sheme_m,0.000596576
Healthy2,ocdcea_m,1e-06
Healthy2,q8_m,0.00015227750000000001
Healthy2,2dmmq8_m,1e-06
Healthy2,4abz_m,1e-06
Healthy2,indole_m,7.313250000000001e-05
Healthy2,gthox_m,3.2895800000000004e-05
Healthy2,thymd_m,1e-06
Healthy2,amylose300_m,1e-06
Healthy2,galmannan_m,1e-06
Healthy2,xyluglc_m,1e-06
Healthy2,starch1200_m,1e-06
Healthy2,adocbl_m,1e-06
Healthy2,xyl_D_m,1e-06
Healthy2,mqn7_m,0.0010040969
Healthy2,pydx_m,0.0005911059000000001
Healthy2,pydxn_m,0.0005900863
Healthy2,ncam_m,0.0036014871
Healthy2,no2_m,0.0032787559000000003
Healthy2,gly_m,0.0047318979
Healthy2,phe_L_m,0.0047791381
Healthy2,thr_L_m,0.0069203306
Healthy2,ser_L_m,0.0069484435
Healthy2,ala_D_m,0.0069591872
Healthy2,ala_L_m,0.0069740316000000005
Healthy2,asp_L_m,0.006386101700000001
Healthy2,cys_L_m,0.0068499878
Cancer4,glyc3p_m,0.0808096225
Cancer4,cytd_m,0.0587875973
Cancer4,dcyt_m,0.0696159303
Cancer4,cgly_m,0.1
Cancer4,amp_m,0.1000000098
Cancer4,nmn_m,0.1000000011
Cancer4,26dap_M_m,0.0999999946
Cancer4,orn_m,0.1000000026
Cancer4,csn_m,0.0024056233
Cancer4,acnam_m,0.0977446852
Cancer4,gam_m,0.0822799657
Cancer4,acgam_m,0.0952638918
Cancer4,acmana_m,0.0952995477
Cancer4,dgsn_m,0.031995490200000004
Cancer4,gsn_m,0.0253338513
Cancer4,metsox_S_L_m,0.0872734617
Cancer4,adn_m,0.053653933200000004
Cancer4,dad_2_m,0.0656077387
Cancer4,ptrc_m,0.0005365322
Cancer4,uri_m,1e-06
Cancer4,pi_m,0.0050219555
Cancer4,asn_L_m,0.022500000000000003
Cancer4,lys_L_m,0.015
Cancer4,gln_L_m,0.018000000000000002
Cancer4,arg_L_m,0.014999980900000001
Cancer4,his_L_m,0.014999982700000001
Cancer4,ade_m,0.0023625336
Cancer4,gua_m,0.0022119487000000003
Cancer4,tyr_L_m,0.0050026135
Cancer4,ura_m,1e-06
Cancer4,ile_L_m,0.0066048527
Cancer4,leu_L_m,0.0035580847000000002
Cancer4,trp_L_m,0.0081819897
Cancer4,val_L_m,0.0057890465000000006
Cancer4,glu_L_m,0.006341775500000001
Cancer4,met_L_m,0.0076689365
Cancer4,pro_L_m,0.0072732673000000005
Cancer4,fol_m,0.0018134224
Cancer4,fe3_m,0.0021581234
Cancer4,fe2_m,0.0021277831
Cancer4,k_m,0.0021355961
Cancer4,cl_m,0.0021357779
Cancer4,zn2_m,0.0021357927
Cancer4,ca2_m,0.0021358258
Cancer4,cu2_m,0.0021358135
Cancer4,mn2_m,0.0021358261
Cancer4,cobalt2_m,0.0021357961
Cancer4,mg2_m,0.0021358076
Cancer4,pnto_R_m,0.0022563945000000003
Cancer4,12dgr180_m,0.0004158842
Cancer4,pydam_m,0.0001346923
Cancer4,spmd_m,0.0006631412
Cancer4,thm_m,0.0006583465
Cancer4,pheme_m,0.0006158346
Cancer4,sheme_m,0.0005507912
Cancer4,ocdcea_m,1e-06
Cancer4,q8_m,1.4159e-06
Cancer4,2dmmq8_m,4.87597e-05
Cancer4,4abz_m,1e-06
Cancer4,indole_m,4.6054600000000005e-05
Cancer4,gthox_m,8.5235e-06
Cancer4,thymd_m,1e-06
Cancer4,amylose300_m,1e-06
Cancer4,galmannan_m,1e-06
Cancer4,xyluglc_m,1e-06
Cancer4,starch1200_m,4.6227e-06
Cancer4,adocbl_m,1e-06
Cancer4,xyl_D_m,1e-06
Cancer4,mqn7_m,0.00015922670000000002
Cancer4,pydx_m,0.0003413622
Cancer4,pydxn_m,0.0003412577
Cancer4,ncam_m,0.0022055338000000002
Cancer4,no2_m,0.0021094362
Cancer4,gly_m,0.0030111531
Cancer4,phe_L_m,0.0027435225
Cancer4,thr_L_m,0.0052900104000000005
Cancer4,ser_L_m,0.0042284485
Cancer4,ala_D_m,0.0044673719
Cancer4,ala_L_m,0.0044670409
Cancer4,asp_L_m,0.0045819906
Cancer4,cys_L_m,0.0042111122
Healthy6,glyc3p_m,0.048809588800000005
Healthy6,cytd_m,0.060210440100000005
Healthy6,dcyt_m,0.0659175316
Healthy6,cgly_m,0.1000000003
Healthy6,amp_m,0.100000004
Healthy6,nmn_m,0.1000000001
Healthy6,26dap_M_m,0.0999999951
Healthy6,orn_m,0.09999999450000001
Healthy6,csn_m,0.0020055095
Healthy6,acnam_m,0.09820405380000001
Healthy6,gam_m,0.08945736650000001
Healthy6,acgam_m,0.09643032300000001
Healthy6,acmana_m,0.0964280782
Healthy6,dgsn_m,0.031935261900000005
Healthy6,gsn_m,0.026575672800000002
Healthy6,metsox_S_L_m,0.0862361031
Healthy6,adn_m,0.06252041280000001
Healthy6,dad_2_m,0.0687703213
Healthy6,ptrc_m,0.0001855289
Healthy6,uri_m,1e-06
Healthy6,pi_m,0.0030590692000000003
Healthy6,asn_L_m,0.0225000007
Healthy6,lys_L_m,0.0150000001
Healthy6,gln_L_m,0.0180000017
Healthy6,arg_L_m,0.0149999929
Healthy6,his_L_m,0.0149999915
Healthy6,ade_m,0.0020142198
Healthy6,gua_m,0.0018818969
Healthy6,tyr_L_m,0.0052259345
Healthy6,ura_m,1e-06
Healthy6,ile_L_m,0.0078430946
Healthy6,leu_L_m,0.0039931771
Healthy6,trp_L_m,0.0081819939
Healthy6,val_L_m,0.0053952117
Healthy6,glu_L_m,0.0069575562
Healthy6,met_L_m,0.0084650368
Healthy6,pro_L_m,0.0082250355
Healthy6,fol_m,0.0008965625
Healthy6,fe3_m,0.0017729267
Healthy6,fe2_m,0.0011620267
Healthy6,k_m,0.0014689853
Healthy6,cl_m,0.0014688096000000002
Healthy6,zn2_m,0.0014688604000000001
Healthy6,ca2_m,0.0014687897
Healthy6,cu2_m,0.0014687884
Healthy6,mn2_m,0.0014687891000000001
Healthy6,cobalt2_m,0.0014687762
Healthy6,mg2_m,0.0014687965
Healthy6,pnto_R_m,1e-06
Healthy6,12dgr180_m,1.031e-06
Healthy6,pydam_m,0.0014623817
Healthy6,spmd_m,0.0003012173
Healthy6,thm_m,0.0002965544
Healthy6,pheme_m,0.00030095020000000004
Healthy6,sheme_m,0.000300422
Healthy6,ocdcea_m,1e-06
Healthy6,q8_m,1e-06
Healthy6,2dmmq8_m,1e-06
Healthy6,4abz_m,1e-06
Healthy6,indole_m,5.8369700000000005e-05
Healthy6,gthox_m,5.7524e-05
Healthy6,thymd_m,1e-06
Healthy6,amylose300_m,1e-06
Healthy6,galmannan_m,1e-06
Healthy6,xyluglc_m,1e-06
Healthy6,starch1200_m,1e-06
Healthy6,adocbl_m,1e-06
Healthy6,xyl_D_m,1e-06
Healthy6,mqn7_m,1e-06
Healthy6,pydx_m,1e-06
Healthy6,pydxn_m,1e-06
Healthy6,ncam_m,0.001935885
Healthy6,no2_m,0.0019085043
Healthy6,gly_m,0.0028116184000000002
Healthy6,phe_L_m,0.0025417584
Healthy6,thr_L_m,0.0055329495
Healthy6,ser_L_m,0.0040972634
Healthy6,ala_D_m,0.0043636561
Healthy6,ala_L_m,0.0043577511000000005
Healthy6,asp_L_m,0.0045538976000000005
Healthy6,cys_L_m,0.00397347
Healthy5,glyc3p_m,0.053466431
Healthy5,cytd_m,0.086121404
Healthy5,dcyt_m,0.0851437258
Healthy5,cgly_m,0.09999999770000001
Healthy5,amp_m,0.0999999931
Healthy5,nmn_m,0.0999999932
Healthy5,26dap_M_m,0.0999999558
Healthy5,orn_m,0.1000000062
Healthy5,csn_m,0.0754195461
Healthy5,acnam_m,0.011511685800000001
Healthy5,gam_m,0.009214651400000001
Healthy5,acgam_m,0.00962866
Healthy5,acmana_m,0.0097058387
Healthy5,dgsn_m,0.0766981226
Healthy5,gsn_m,0.0787358844
Healthy5,metsox_S_L_m,0.0667569633
Healthy5,adn_m,0.080240081
Healthy5,dad_2_m,0.0791652609
Healthy5,ptrc_m,0.0007211857000000001
Healthy5,uri_m,1e-06
Healthy5,pi_m,0.0282676143
Healthy5,asn_L_m,0.022500000000000003
Healthy5,lys_L_m,0.015
Healthy5,gln_L_m,0.0179999902
Healthy5,arg_L_m,0.0150000766
Healthy5,his_L_m,0.015000002
Healthy5,ade_m,0.055456558
Healthy5,gua_m,0.049658969000000004
Healthy5,tyr_L_m,0.0073773586
Healthy5,ura_m,1e-06
Healthy5,ile_L_m,0.0046151193000000005
Healthy5,leu_L_m,0.004313636
Healthy5,trp_L_m,0.0081819949
Healthy5,val_L_m,0.0048717394
Healthy5,glu_L_m,0.005015475
Healthy5,met_L_m,0.0050587098
Healthy5,pro_L_m,0.0049893399000000005
Healthy5,fol_m,0.0021458069
Healthy5,fe3_m,0.0019079031
Healthy5,fe2_m,0.0018155882
Healthy5,k_m,0.0018555388000000002
Healthy5,cl_m,0.0018557037
Healthy5,zn2_m,0.0018557404000000002
Healthy5,ca2_m,0.0018556982
Healthy5,cu2_m,0.0018556902
Healthy5,mn2_m,0.0018556819000000002
Healthy5,cobalt2_m,0.0018556585
Healthy5,mg2_m,0.0018557385
Healthy5,pnto_R_m,0.0011908622
Healthy5,12dgr180_m,1.32819e-05
Healthy5,pydam_m,0.00012741290000000001
Healthy5,spmd_m,0.0007296398
Healthy5,thm_m,0.0007246982
Healthy5,pheme_m,0.00020865680000000002
Healthy5,sheme_m,0.0001350771
Healthy5,ocdcea_m,3.7080999999999997e-06
Healthy5,q8_m,2.1455e-06
Healthy5,2dmmq8_m,1.8004e-06
Healthy5,4abz_m,2.7954e-06
Healthy5,indole_m,3.3573000000000005e-05
Healthy5,gthox_m,1e-06
Healthy5,thymd_m,1e-06
Healthy5,amylose300_m,1e-06
Healthy5,galmannan_m,1e-06
Healthy5,xyluglc_m,1e-06
Healthy5,starch1200_m,1e-06
Healthy5,adocbl_m,1e-06
Healthy5,xyl_D_m,6.5216e-06
Healthy5,mqn7_m,0.00014791390000000001
Healthy5,pydx_m,0.00025771670000000003
Healthy5,pydxn_m,0.0002577483
Healthy5,ncam_m,0.006958648600000001
Healthy5,no2_m,0.0064519729
Healthy5,gly_m,0.0062809803
Healthy5,phe_L_m,0.0068254927000000005
Healthy5,thr_L_m,0.0055655421
Healthy5,ser_L_m,0.0072962507000000005
Healthy5,ala_D_m,0.007133207700000001
Healthy5,ala_L_m,0.0071270211
Healthy5,asp_L_m,0.005370890200000001
Healthy5,cys_L_m,0.0069772282
Cancer8,glyc3p_m,0.0562658396
Cancer8,cytd_m,0.06979305820000001
Cancer8,dcyt_m,0.06927455090000001
Cancer8,cgly_m,0.0999999855
Cancer8,amp_m,0.1000000191
Cancer8,nmn_m,0.0999999959
Cancer8,26dap_M_m,0.0999999758
Cancer8,orn_m,0.09999987090000001
Cancer8,csn_m,0.0091915656
Cancer8,acnam_m,0.0324939709
Cancer8,gam_m,0.0085079532
Cancer8,acgam_m,0.0111814965
Cancer8,acmana_m,0.0114981241
Cancer8,dgsn_m,0.0601625998
Cancer8,gsn_m,0.0620663563
Cancer8,metsox_S_L_m,0.0649225159
Cancer8,adn_m,0.0667044239
Cancer8,dad_2_m,0.0666041351
Cancer8,ptrc_m,0.1000000226
Cancer8,uri_m,1e-06
Cancer8,pi_m,0.0110366613
Cancer8,asn_L_m,0.022500000000000003
Cancer8,lys_L_m,0.015
Cancer8,gln_L_m,0.018000000000000002
Cancer8,arg_L_m,0.0150002273
Cancer8,his_L_m,0.015000007800000001
Cancer8,ade_m,0.0088689127
Cancer8,gua_m,0.0084049571
Cancer8,tyr_L_m,0.004521668
Cancer8,ura_m,1e-06
Cancer8,ile_L_m,0.0039580017
Cancer8,leu_L_m,0.003209173
Cancer8,trp_L_m,0.008181980200000001
Cancer8,val_L_m,0.004072066
Cancer8,glu_L_m,0.0041548642
Cancer8,met_L_m,0.0042676457
Cancer8,pro_L_m,0.0042024599
Cancer8,fol_m,0.0015091937
Cancer8,fe3_m,0.0019853134
Cancer8,fe2_m,0.0019679036000000002
Cancer8,k_m,0.0019440602000000001
Cancer8,cl_m,0.0019448536
Cancer8,zn2_m,0.0019444793000000001
Cancer8,ca2_m,0.0019447289
Cancer8,cu2_m,0.0019445618
Cancer8,mn2_m,0.0019445722000000002
Cancer8,cobalt2_m,0.0019445863
Cancer8,mg2_m,0.0019447312000000002
Cancer8,pnto_R_m,0.0020204574
Cancer8,12dgr180_m,2.1779600000000004e-05
Cancer8,pydam_m,0.00012086260000000001
Cancer8,spmd_m,0.0005672554
Cancer8,thm_m,0.0005644192
Cancer8,pheme_m,0.0003654024
Cancer8,sheme_m,0.0003799931
Cancer8,ocdcea_m,1e-06
Cancer8,q8_m,3.8656e-06
Cancer8,2dmmq8_m,4.898699999999999e-06
Cancer8,4abz_m,1e-06
Cancer8,indole_m,4.5196000000000006e-05
Cancer8,gthox_m,1e-06
Cancer8,thymd_m,1e-06
Cancer8,amylose300_m,1e-06
Cancer8,galmannan_m,1e-06
Cancer8,xyluglc_m,1e-06
Cancer8,starch1200_m,1e-06
Cancer8,adocbl_m,1e-06
Cancer8,xyl_D_m,1e-06
Cancer8,mqn7_m,5.127710000000001e-05
Cancer8,pydx_m,0.00020337370000000001
Cancer8,pydxn_m,0.0002040203
Cancer8,ncam_m,0.0036827322000000003
Cancer8,no2_m,0.0035508237
Cancer8,gly_m,0.0040248929
Cancer8,phe_L_m,0.0039526458000000006
Cancer8,thr_L_m,0.0044518757
Cancer8,ser_L_m,0.0048163272000000005
Cancer8,ala_D_m,0.0048193784
Cancer8,ala_L_m,0.0048173917000000005
Cancer8,asp_L_m,0.004012041
Cancer8,cys_L_m,0.0043931896
Healthy3,glyc3p_m,0.0795790764
Healthy3,cytd_m,0.053710400400000004
Healthy3,dcyt_m,0.0606325522
Healthy3,cgly_m,0.10000000190000001
Healthy3,amp_m,0.100000001
Healthy3,nmn_m,0.09999999920000001
Healthy3,26dap_M_m,0.10000000240000001
Healthy3,orn_m,0.0999999974
Healthy3,csn_m,0.0046891642
Healthy3,acnam_m,0.09174272060000001
Healthy3,gam_m,0.011149104
Healthy3,acgam_m,0.0449767357
Healthy3,acmana_m,0.0470936714
Healthy3,dgsn_m,0.0411311365
Healthy3,gsn_m,0.0341015706
Healthy3,metsox_S_L_m,0.07057542800000001
Healthy3,adn_m,0.0515694339
Healthy3,dad_2_m,0.059625242700000004
Healthy3,ptrc_m,0.0999999984
Healthy3,uri_m,1e-06
Healthy3,pi_m,0.0095366144
Healthy3,asn_L_m,0.022500000000000003
Healthy3,lys_L_m,0.015
Healthy3,gln_L_m,0.0179999993
Healthy3,arg_L_m,0.014999995300000001
Healthy3,his_L_m,0.015000002
Healthy3,ade_m,0.0046027449000000005
Healthy3,gua_m,0.0043148454000000004
Healthy3,tyr_L_m,0.0045861946
Healthy3,ura_m,1e-06
Healthy3,ile_L_m,0.0042850633
Healthy3,leu_L_m,0.0029862824
Healthy3,trp_L_m,0.008182000200000001
Healthy3,val_L_m,0.0041428435
Healthy3,glu_L_m,0.0046042595
Healthy3,met_L_m,0.0051435968000000006
Healthy3,pro_L_m,0.0049991697
Healthy3,fol_m,0.0018750180000000002
Healthy3,fe3_m,0.0022301172000000003
Healthy3,fe2_m,0.0021611245
Healthy3,k_m,0.0021948792
Healthy3,cl_m,0.0021948671
Healthy3,zn2_m,0.0021948573000000002
Healthy3,ca2_m,0.0021948631
Healthy3,cu2_m,0.0021948613
Healthy3,mn2_m,0.0021948619
Healthy3,cobalt2_m,0.0021948560000000002
Healthy3,mg2_m,0.0021948554
Healthy3,pnto_R_m,0.0020516894
Healthy3,12dgr180_m,1e-06
Healthy3,pydam_m,0.0001099235
Healthy3,spmd_m,0.0006286791
Healthy3,thm_m,0.0006230566000000001
Healthy3,pheme_m,0.0005995391
Healthy3,sheme_m,0.0005957792
Healthy3,ocdcea_m,5.8106e-06
Healthy3,q8_m,7.5613e-06
Healthy3,2dmmq8_m,7.5776999999999995e-06
Healthy3,4abz_m,1e-06
Healthy3,indole_m,4.444250000000001e-05
Healthy3,gthox_m,1e-06
Healthy3,thymd_m,1e-06
Healthy3,amylose300_m,1e-06
Healthy3,galmannan_m,1e-06
Healthy3,xyluglc_m,1e-06
Healthy3,starch1200_m,1e-06
Healthy3,adocbl_m,1e-06
Healthy3,xyl_D_m,1e-06
Healthy3,mqn7_m,7.4337e-06
Healthy3,pydx_m,0.0002509324
Healthy3,pydxn_m,0.0002504957
Healthy3,ncam_m,0.0030760016000000003
Healthy3,no2_m,0.0028226636
Healthy3,gly_m,0.0035431953
Healthy3,phe_L_m,0.0034803602
Healthy3,thr_L_m,0.0044832480000000004
Healthy3,ser_L_m,0.0043954441000000006
Healthy3,ala_D_m,0.0045658259
Healthy3,ala_L_m,0.0045649775
Healthy3,asp_L_m,0.0040951909
Healthy3,cys_L_m,0.0043775770000000006
