Date,Price,Volume
"Aug 14, 2017",298.22,371.28
"Aug 13, 2017",296.64,582.97
"Aug 12, 2017",307.22,561.91
"Aug 11, 2017",308.81,455.52
"Aug 10, 2017",295.97,543.93
"Aug 09, 2017",293.99,1400.00
"Aug 08, 2017",295.83,726.47
"Aug 07, 2017",269.51,511.60
"Aug 06, 2017",264.29,734.52
"Aug 05, 2017",253.87,822.05
"Aug 04, 2017",220.73,292.12
"Aug 03, 2017",224.79,336.65
"Aug 02, 2017",218,558.15
"Aug 01, 2017",225.97,1230.00
"Jul 31, 2017",200.81,444.15
"Jul 30, 2017",195.31,522.57
"Jul 29, 2017",206.76,866.05
"Jul 28, 2017",191.2,493.90
"Jul 27, 2017",202.54,410.96
"Jul 26, 2017",203.33,685.64
"Jul 25, 2017",202.7,1080.00
"Jul 24, 2017",226.59,355.76
"Jul 23, 2017",228.15,410.73
"Jul 22, 2017",232.01,556.21
"Jul 21, 2017",216.11,853.87
"Jul 20, 2017",227.29,2110.00
"Jul 19, 2017",194.63,2330.00
"Jul 18, 2017",226.56,2520.00
"Jul 17, 2017",190.16,1450.00
"Jul 16, 2017",157.4,2110.00
"Jul 15, 2017",170.15,694.52
"Jul 14, 2017",196.49,971.73
"Jul 13, 2017",205,842.98
"Jul 12, 2017",223.92,1090.00
"Jul 11, 2017",188.63,1560.00
"Jul 10, 2017",202,1010.00
"Jul 09, 2017",234.97,201.47
"Jul 08, 2017",245.23,365.16
"Jul 07, 2017",238.38,496.51
"Jul 06, 2017",265.35,240.42
"Jul 05, 2017",264.77,436.76
"Jul 04, 2017",266.68,425.00
"Jul 03, 2017",273.99,336.35
"Jul 02, 2017",277.64,488.52
"Jul 01, 2017",255,716.32
"Jun 30, 2017",275.62,386.78
"Jun 29, 2017",285.3,620.08
"Jun 28, 2017",311.62,910.35
"Jun 27, 2017",279,1090.00
"Jun 26, 2017",251.3,1360.00
"Jun 25, 2017",277,508.55
"Jun 24, 2017",296.89,195.47
"Jun 23, 2017",324.37,105.60
"Jun 22, 2017",320.94,351.82
"Jun 21, 2017",321.66,642.80
"Jun 20, 2017",344.15,342.67
"Jun 19, 2017",355.5,174.45
"Jun 18, 2017",348.88,283.22
"Jun 17, 2017",364.56,219.77
"Jun 16, 2017",348.44,347.87
"Jun 15, 2017",338.7,1150.00
"Jun 14, 2017",335.95,593.56
"Jun 13, 2017",382.7,442.31
"Jun 12, 2017",386.9,1170.00
"Jun 11, 2017",336.33,503.72
"Jun 10, 2017",325.88,564.75
"Jun 09, 2017",278.41,271.54
"Jun 08, 2017",256.95,147.19
"Jun 07, 2017",250.7,253.51
"Jun 06, 2017",261.89,412.07
"Jun 05, 2017",242.16,202.57
"Jun 04, 2017",241.06,375.99
"Jun 03, 2017",217.01,96.06
"Jun 02, 2017",214.77,152.45
"Jun 01, 2017",211.4,453.56
"May 31, 2017",218.34,584.48
"May 30, 2017",224.69,757.87
"May 29, 2017",189.99,472.38
"May 28, 2017",161.91,643.59
"May 27, 2017",149.99,1260.00
"May 26, 2017",152.8,649.59
"May 25, 2017",168.71,862.96
"May 24, 2017",183.88,645.09
"May 23, 2017",168.24,507.16
"May 22, 2017",154.92,1650.00
"May 21, 2017",146.14,769.98
"May 20, 2017",123.03,429.97
"May 19, 2017",124.4,900.72
"May 18, 2017",98.6,437.25
"May 17, 2017",89.67,174.84
"May 16, 2017",88.17,193.41
"May 15, 2017",92.56,403.46
"May 14, 2017",90.37,173.21
"May 13, 2017",89.9,106.01
"May 12, 2017",86.99,283.23
"May 11, 2017",89.38,210.47
"May 10, 2017",88.33,195.51
"May 09, 2017",88.94,703.65
"May 08, 2017",88.97,349.34
"May 07, 2017",94.21,219.19
"May 06, 2017",96.65,243.52
"May 05, 2017",91.5,718.17
"May 04, 2017",99.2,822.13
"May 03, 2017",85.79,357.12
"May 02, 2017",82.01,361.70
"May 01, 2017",81.4,1260.00
"Apr 30, 2017",83.51,492.64
"Apr 29, 2017",73.55,474.76
"Apr 28, 2017",76,959.41
"Apr 27, 2017",68,526.52
"Apr 26, 2017",57.31,530.34
"Apr 25, 2017",53.9,97.44
"Apr 24, 2017",53.54,202.96
"Apr 23, 2017",53.33,186.86
"Apr 22, 2017",52.15,125.32
"Apr 21, 2017",51.37,156.43
"Apr 20, 2017",51.96,347.61
"Apr 19, 2017",49.66,460.60
"Apr 18, 2017",52.42,643.62
"Apr 17, 2017",49.52,170.64
"Apr 16, 2017",49.58,64.04
"Apr 15, 2017",49.71,332.29
"Apr 14, 2017",48.5,394.47
"Apr 13, 2017",50.65,520.86
"Apr 12, 2017",46.85,537.21
"Apr 11, 2017",44.21,113.37
"Apr 10, 2017",44.17,218.12
"Apr 09, 2017",43.94,177.31
"Apr 08, 2017",44.51,363.84
"Apr 07, 2017",42.25,277.52
"Apr 06, 2017",43.11,649.41
"Apr 05, 2017",45.35,564.40
"Apr 04, 2017",44.41,762.88
"Apr 03, 2017",44.28,1170.00
"Apr 02, 2017",48.6,784.60
"Apr 01, 2017",50.59,386.43
"Mar 31, 2017",49.72,784.70
"Mar 30, 2017",51.62,373.98
"Mar 29, 2017",52.88,685.32
"Mar 28, 2017",50.16,453.92
"Mar 27, 2017",48.93,389.87
"Mar 26, 2017",50.46,461.99
"Mar 25, 2017",50.75,1150.00
"Mar 24, 2017",54.01,1640.00
"Mar 23, 2017",43.14,523.65
"Mar 22, 2017",41.46,488.53
"Mar 21, 2017",42.45,462.96
"Mar 20, 2017",42.06,875.00
"Mar 19, 2017",43.17,1690.00
"Mar 18, 2017",34.2,2120.00
"Mar 17, 2017",44.65,3390.00
"Mar 16, 2017",45.07,3060.00
"Mar 15, 2017",34.8,1360.00
"Mar 14, 2017",28.66,701.89
"Mar 13, 2017",28.4,1780.00
"Mar 12, 2017",23.2,786.85
"Mar 11, 2017",21.3,661.77
"Mar 10, 2017",19.18,824.86
"Mar 09, 2017",17.75,281.60
"Mar 08, 2017",16.51,562.05
"Mar 07, 2017",18.88,228.66
"Mar 06, 2017",19.51,316.91
"Mar 05, 2017",19.35,226.39
"Mar 04, 2017",18.5,331.95
"Mar 03, 2017",19.49,981.00
"Mar 02, 2017",19.02,903.09
"Mar 01, 2017",17.43,343.43
"Feb 28, 2017",15.86,616.60
"Feb 27, 2017",15.5,469.29
"Feb 26, 2017",14.57,284.67
"Feb 25, 2017",13.55,223.07
"Feb 24, 2017",13.11,145.36
"Feb 23, 2017",13.27,168.68
"Feb 22, 2017",12.68,47.57
"Feb 21, 2017",12.82,174.10
"Feb 20, 2017",12.4,91.26
"Feb 19, 2017",12.8,54.51
"Feb 18, 2017",12.79,67.30
"Feb 17, 2017",12.76,86.68
"Feb 16, 2017",12.92,116.46
"Feb 15, 2017",12.92,302.77
"Feb 14, 2017",12.96,613.95
"Feb 13, 2017",11.35,59.34
"Feb 12, 2017",11.26,35.22
"Feb 11, 2017",11.33,73.26
"Feb 10, 2017",11.3,141.08
"Feb 09, 2017",10.9,205.68
"Feb 08, 2017",11.35,78.89
"Feb 07, 2017",11.41,116.31
"Feb 06, 2017",11.32,69.66
"Feb 05, 2017",11.18,48.07
"Feb 04, 2017",11.32,158.07
"Feb 03, 2017",10.93,102.56
"Feb 02, 2017",10.8,149.42
"Feb 01, 2017",10.71,113.79
"Jan 31, 2017",10.71,250.34
"Jan 30, 2017",10.53,107.00
"Jan 29, 2017",10.46,38.28
"Jan 28, 2017",10.51,102.56
"Jan 27, 2017",10.5,61.25
"Jan 26, 2017",10.63,84.72
"Jan 25, 2017",10.48,26.19
"Jan 24, 2017",10.5,105.21
"Jan 23, 2017",10.77,54.39
"Jan 22, 2017",10.64,140.66
"Jan 21, 2017",10.95,125.31
"Jan 20, 2017",10.62,63.55
"Jan 19, 2017",10.38,50.64
"Jan 18, 2017",10.19,99.39
"Jan 17, 2017",10.12,237.84
"Jan 16, 2017",9.61,16.03
"Jan 15, 2017",9.81,16.89
"Jan 14, 2017",9.67,17.44
"Jan 13, 2017",9.67,39.76
"Jan 12, 2017",9.83,120.95
"Jan 11, 2017",9.79,159.09
"Jan 10, 2017",10.61,96.97
"Jan 09, 2017",10.26,165.98
"Jan 08, 2017",10.28,116.55
"Jan 07, 2017",9.84,107.33
"Jan 06, 2017",10.08,144.69
"Jan 05, 2017",10.15,490.64
"Jan 04, 2017",11,556.25
"Jan 03, 2017",9.74,603.42
"Jan 02, 2017",8.37,101.27
"Jan 01, 2017",8.2,144.92
"Dec 31, 2016",8,200.24
"Dec 30, 2016",8.16,56.74
"Dec 29, 2016",8.27,291.60
"Dec 28, 2016",7.58,177.26
"Dec 27, 2016",7.12,40.80
"Dec 26, 2016",7.27,78.87
"Dec 25, 2016",7.23,16.44
"Dec 24, 2016",7.25,56.77
"Dec 23, 2016",7.16,139.04
"Dec 22, 2016",7.61,118.35
"Dec 21, 2016",7.89,52.44
"Dec 20, 2016",7.61,55.33
"Dec 19, 2016",7.58,26.01
"Dec 18, 2016",7.93,21.50
"Dec 17, 2016",7.73,147.34
"Dec 16, 2016",7.86,56.48
"Dec 15, 2016",7.83,145.04
"Dec 14, 2016",8.21,14.71
"Dec 13, 2016",8.36,21.60
"Dec 12, 2016",8.45,81.63
"Dec 11, 2016",8.19,22.61
"Dec 10, 2016",8.12,35.85
"Dec 09, 2016",8.52,54.71
"Dec 08, 2016",8.3,170.04
"Dec 07, 2016",8.33,161.04
"Dec 06, 2016",7.71,607.54
"Dec 05, 2016",6.7,256.00
"Dec 04, 2016",7.55,34.39
"Dec 03, 2016",7.91,195.76
"Dec 02, 2016",7.7,490.14
"Dec 01, 2016",8.46,95.25
"Nov 30, 2016",8.62,124.27
"Nov 29, 2016",8.16,188.40
"Nov 28, 2016",8.7,41.96
"Nov 27, 2016",8.88,62.34
"Nov 26, 2016",9.33,14.11
"Nov 25, 2016",9.38,60.92
"Nov 24, 2016",9.2,118.31
"Nov 23, 2016",9.69,27.92
"Nov 22, 2016",9.84,102.99
"Nov 21, 2016",9.61,8.65
"Nov 20, 2016",9.57,29.01
"Nov 19, 2016",9.73,62.93
"Nov 18, 2016",9.52,57.23
"Nov 17, 2016",9.99,103.19
"Nov 16, 2016",10.02,116.69
"Nov 15, 2016",10.27,52.59
"Nov 14, 2016",10,17.17
"Nov 13, 2016",10.08,31.68
"Nov 12, 2016",10.01,64.35
"Nov 11, 2016",10.27,17.38
"Nov 10, 2016",10.54,7.61
"Nov 09, 2016",10.72,80.20
"Nov 08, 2016",10.92,63.48
"Nov 07, 2016",10.88,83.63
"Nov 06, 2016",10.91,10.86
"Nov 05, 2016",11.17,18.15
"Nov 04, 2016",11.21,49.91
"Nov 03, 2016",10.86,106.82
"Nov 02, 2016",10.86,91.37
"Nov 01, 2016",10.81,129.67
"Oct 31, 2016",10.96,134.67
"Oct 30, 2016",11.28,88.77
"Oct 29, 2016",10.38,288.19
"Oct 28, 2016",11.15,191.96
"Oct 27, 2016",11.57,110.49
"Oct 26, 2016",11.5,67.67
"Oct 25, 2016",11.36,112.86
"Oct 24, 2016",11.99,48.14
"Oct 23, 2016",12.07,32.34
"Oct 22, 2016",12.29,20.75
"Oct 21, 2016",12.16,17.73
"Oct 20, 2016",12.09,86.20
"Oct 19, 2016",11.99,130.47
"Oct 18, 2016",12.54,238.07
"Oct 17, 2016",12,90.21
"Oct 16, 2016",11.98,20.47
"Oct 15, 2016",12.01,40.42
"Oct 14, 2016",11.93,23.54
"Oct 13, 2016",12.07,61.29
"Oct 12, 2016",11.72,132.18
"Oct 11, 2016",11.78,123.36
"Oct 10, 2016",11.73,298.65
"Oct 09, 2016",12.01,166.94
"Oct 08, 2016",12.26,131.49
"Oct 07, 2016",12.69,75.19
"Oct 06, 2016",12.84,63.15
"Oct 05, 2016",13.11,62.14
"Oct 04, 2016",13.33,67.87
"Oct 03, 2016",13.44,25.57
"Oct 02, 2016",13.16,51.87
"Oct 01, 2016",13.18,46.90
"Sep 30, 2016",13.3,45.49
"Sep 29, 2016",13.1,53.46
"Sep 28, 2016",13.25,60.21
"Sep 27, 2016",13.08,72.70
"Sep 26, 2016",12.9,59.60
"Sep 25, 2016",13.05,39.82
"Sep 24, 2016",12.86,77.54
"Sep 23, 2016",13.36,25.35
"Sep 22, 2016",13.17,270.59
"Sep 21, 2016",13.74,205.50
"Sep 20, 2016",14.45,311.67
"Sep 19, 2016",12.9,99.47
"Sep 18, 2016",12.32,351.07
"Sep 17, 2016",12.8,37.37
"Sep 16, 2016",12.68,194.02
"Sep 15, 2016",12.01,275.08
"Sep 14, 2016",11.94,137.28
"Sep 13, 2016",12.01,529.70
"Sep 12, 2016",12,61.67
"Sep 11, 2016",11.68,137.76
"Sep 10, 2016",12.13,89.50
"Sep 09, 2016",11.68,201.86
"Sep 08, 2016",11.45,74.77
"Sep 07, 2016",11.64,24.16
"Sep 06, 2016",11.73,83.93
"Sep 05, 2016",11.85,35.55
"Sep 04, 2016",11.73,51.04
"Sep 03, 2016",12.01,87.38
"Sep 02, 2016",12.13,60.24
"Sep 01, 2016",12.22,82.45
"Aug 31, 2016",11.63,39.51
"Aug 30, 2016",11.29,42.08
"Aug 29, 2016",10.93,63.32
"Aug 28, 2016",10.94,35.30
"Aug 27, 2016",11.2,8.96
"Aug 26, 2016",11.22,30.15
"Aug 25, 2016",11.39,82.80
"Aug 24, 2016",10.98,37.43
"Aug 23, 2016",10.99,64.41
"Aug 22, 2016",11.14,81.73
"Aug 21, 2016",11.13,49.47
"Aug 20, 2016",11.26,190.53
"Aug 19, 2016",10.68,139.95
"Aug 18, 2016",10.69,162.11
"Aug 17, 2016",10.72,456.39
"Aug 16, 2016",11.07,65.95
"Aug 15, 2016",11.09,140.55
"Aug 14, 2016",11.16,188.63
"Aug 13, 2016",11.48,138.26
"Aug 12, 2016",11.67,254.56
"Aug 11, 2016",11.64,339.86
"Aug 10, 2016",12.07,383.91
"Aug 09, 2016",10.16,#VALUE!
"Aug 08, 2016",10.16,#VALUE!
"Aug 07, 2016",10.16,#VALUE!
"Aug 06, 2016",10.16,#VALUE!
"Aug 05, 2016",10.16,#VALUE!
"Aug 04, 2016",10.16,#VALUE!
"Aug 03, 2016",10.16,#VALUE!
"Aug 02, 2016",10.16,882.66
"Aug 01, 2016",11.08,318.87
"Jul 31, 2016",11.86,419.36
"Jul 30, 2016",12.52,171.50
"Jul 29, 2016",12.9,183.46
"Jul 28, 2016",12.87,300.44
"Jul 27, 2016",13.03,377.97
"Jul 26, 2016",12.01,1360.00
"Jul 25, 2016",13.8,742.81
"Jul 24, 2016",12.65,1650.00
"Jul 23, 2016",14.25,638.42
"Jul 22, 2016",14.67,1570.00
"Jul 21, 2016",12.55,534.75
"Jul 20, 2016",12.48,1650.00
"Jul 19, 2016",11.75,678.52
"Jul 18, 2016",11.04,252.34
"Jul 17, 2016",11.24,575.47
"Jul 16, 2016",11.72,127.93
"Jul 15, 2016",11.93,600.62
"Jul 14, 2016",11.6,419.07
"Jul 13, 2016",10.47,62.85
"Jul 12, 2016",10.55,143.68
"Jul 11, 2016",10.51,287.84
"Jul 10, 2016",10.95,75.85
"Jul 09, 2016",10.9,431.16
"Jul 08, 2016",11.31,533.97
"Jul 07, 2016",10.14,291.46
"Jul 06, 2016",10.55,327.60
"Jul 05, 2016",10.53,1120.00
"Jul 04, 2016",11.42,147.79
"Jul 03, 2016",11.78,196.78
"Jul 02, 2016",12.14,86.17
"Jul 01, 2016",12.35,302.72
"Jun 30, 2016",12.5,213.19
"Jun 29, 2016",12.77,427.25
"Jun 28, 2016",12.22,896.16
"Jun 27, 2016",13.96,135.03
"Jun 26, 2016",13.75,213.87
"Jun 25, 2016",14.31,262.84
"Jun 24, 2016",14.29,551.44
"Jun 23, 2016",13.75,521.61
"Jun 22, 2016",13.25,1830.00
"Jun 21, 2016",12.94,644.71
"Jun 20, 2016",11.9,1110.00
"Jun 19, 2016",12.43,1140.00
"Jun 18, 2016",11.41,3040.00
"Jun 17, 2016",15.61,4720.00
"Jun 16, 2016",20.7,1020.00
"Jun 15, 2016",18.45,365.42
"Jun 14, 2016",18.73,1170.00
"Jun 13, 2016",17.73,896.99
"Jun 12, 2016",15.8,550.47
"Jun 11, 2016",14.15,109.42
"Jun 10, 2016",13.97,220.15
"Jun 09, 2016",14.45,64.98
"Jun 08, 2016",14.49,257.01
"Jun 07, 2016",14.5,199.89
"Jun 06, 2016",14.03,105.55
"Jun 05, 2016",13.95,54.66
"Jun 04, 2016",13.81,139.12
"Jun 03, 2016",13.84,200.81
"Jun 02, 2016",13.8,155.53
"Jun 01, 2016",13.85,289.63
"May 31, 2016",14.01,517.98
"May 30, 2016",12.72,122.98
"May 29, 2016",12.41,455.11
"May 28, 2016",11.98,587.07
"May 27, 2016",11.12,645.84
"May 26, 2016",12.48,215.64
"May 25, 2016",12.49,247.58
"May 24, 2016",12.73,437.47
"May 23, 2016",13.42,170.09
"May 22, 2016",14.21,118.19
"May 21, 2016",14,209.03
"May 20, 2016",13.79,338.69
"May 19, 2016",14.58,393.14
"May 18, 2016",13.35,420.07
"May 17, 2016",12.08,540.97
"May 16, 2016",11.09,257.21
"May 15, 2016",9.97,42.73
"May 14, 2016",10.16,121.86
"May 13, 2016",10.6,194.28
"May 12, 2016",10.04,142.19
"May 11, 2016",9.89,110.31
"May 10, 2016",9.38,18.32
"May 09, 2016",9.32,77.29
"May 08, 2016",9.5,80.09
"May 07, 2016",9.35,31.39
"May 06, 2016",9.35,92.42
"May 05, 2016",9.79,62.44
"May 04, 2016",9.46,74.70
"May 03, 2016",9.34,128.32
"May 02, 2016",10,295.38
"May 01, 2016",8.75,71.99
"Apr 30, 2016",8.87,267.97
"Apr 29, 2016",7.52,51.16
"Apr 28, 2016",7.33,69.40
"Apr 27, 2016",7.8,90.46
"Apr 26, 2016",7.5,129.27
"Apr 25, 2016",7.54,207.06
"Apr 24, 2016",8.1,52.06
"Apr 23, 2016",8.46,89.57
"Apr 22, 2016",7.97,97.37
"Apr 21, 2016",8.11,45.52
"Apr 20, 2016",8.61,167.71
"Apr 19, 2016",8.71,35.26
"Apr 18, 2016",8.97,37.88
"Apr 17, 2016",9.46,96.05
"Apr 16, 2016",8.54,29.26
"Apr 15, 2016",8.32,30.48
"Apr 14, 2016",8.46,36.15
"Apr 13, 2016",8.09,142.21
"Apr 12, 2016",7.53,63.82
"Apr 11, 2016",8.68,60.28
"Apr 10, 2016",8.76,171.99
"Apr 09, 2016",9.15,64.96
"Apr 08, 2016",9.71,25.97
"Apr 07, 2016",10.12,50.74
"Apr 06, 2016",10.76,40.04
"Apr 05, 2016",10.4,53.39
"Apr 04, 2016",11.15,38.74
"Apr 03, 2016",11.75,18.85
"Apr 02, 2016",11.61,12.17
"Apr 01, 2016",11.62,22.20
"Mar 31, 2016",11.41,32.67
"Mar 30, 2016",11.85,36.96
"Mar 29, 2016",11.79,47.57
"Mar 28, 2016",11.62,77.31
"Mar 27, 2016",10.4,55.81
"Mar 26, 2016",11,16.12
"Mar 25, 2016",10.67,87.42
"Mar 24, 2016",11.2,50.80
"Mar 23, 2016",12.43,27.02
"Mar 22, 2016",11.37,26.29
"Mar 21, 2016",11.95,38.86
"Mar 20, 2016",10.18,33.18
"Mar 19, 2016",10.31,67.55
"Mar 18, 2016",10.74,157.37
"Mar 17, 2016",10.74,89.45
"Mar 16, 2016",12.88,19.24
"Mar 15, 2016",13.06,39.73
"Mar 14, 2016",12.5,92.18
"Mar 13, 2016",15.07,1.30
"Mar 12, 2016",12.92,0.83
"Mar 11, 2016",11.95,0.18
"Mar 10, 2016",11.75,0.00
