y2,y,X
523.3928971738477,2334.560059,0.225
1651.8808900216336,4206.660156,0.517
449.96388394060136,309.9500122,0.20600000000000002
674.1156085473534,209.5899963,0.264
1238.3596049712462,110.8700027,0.41
473.1519933826792,25.78000069,0.212
272.18837821800497,101.2799988,0.16
592.9572255000811,105.6200027,0.243
697.3037179894311,121.2699966,0.27
987.1550860154034,5373.850098,0.345
399.72298014943283,822.8099976,0.193
851.8911142699496,69.23000336,0.31
1493.4288088341018,1049.130005,0.47600000000000003
936.9141822242349,202.2100067,0.332
500.20478773176984,437.4700012,0.21899999999999997
763.0033614086515,78.70999908,0.287
589.0925405930682,612.4299927000002,0.242
1783.2801768600746,1730.790039,0.551
1872.1679297213723,478.8500061,0.574
960.1022916663127,157.4299927,0.33799999999999997
1215.1714955291686,1373.209961,0.40399999999999997
1284.7358238554018,1399.810059,0.42200000000000004
1945.5969429546185,829.9799805,0.593
1984.2437920247485,1036.650024,0.603
565.9044311509903,-573.6099853999999,0.23600000000000002
596.8219104070939,1868.719971,0.244
1346.5707823676094,131.9100037,0.43799999999999994
364.9408159863161,209.6100006,0.184
500.20478773176984,174.4799957,0.21899999999999997
1547.5343975322833,256.1400146,0.49
728.221197245535,64.16000366,0.278
565.9044311509903,554.8300171000002,0.23600000000000002
693.4390330824182,343.1600037,0.26899999999999996
921.455442596183,626.6699828999998,0.32799999999999996
1203.5774408081295,5.9499998089999995,0.401
1609.3693560444906,60.70999908,0.506
1593.9106164164386,5301.660156,0.502
670.2509236403404,193.6399994,0.263
774.5974161296904,53.20000076,0.29
419.0464046844977,1040.859985,0.198
1076.0428388767016,2204.159912,0.368
457.6932537546274,69.51000214,0.20800000000000002
1064.4487841556627,472.3599854,0.365
1717.5805334408535,723.4699707000002,0.534
1651.8808900216336,147.2400055,0.517
732.0858821525478,51.86999893,0.27899999999999997
1431.5938503218945,886.8499756000001,0.46
1118.5543728538444,1432.630005,0.379
1037.395989806572,1794.209961,0.358
778.4621010367033,1232.869995,0.29100000000000004
894.4026482470924,2359.149902,0.321
763.0033614086515,66.61000061,0.287
724.3565123385221,3114.0,0.27699999999999997
372.6701858003421,70.40000153,0.18600000000000003
1284.7358238554018,3987.860107,0.42200000000000004
1110.8250030398185,58.02000046,0.377
712.762457617483,1417.579956,0.27399999999999997
1505.0228635551407,170.4900055,0.479
1663.4749447426725,652.0999756,0.52
801.6502104787813,295.9899902,0.297
1582.3165616954002,1289.52002,0.499
1524.3462880902055,1453.130005,0.484
403.58766505644587,-5.21999979,0.19399999999999998
681.8449783613794,311.1600037,0.266
1868.3032448143595,1565.51001,0.573
1048.990044527611,183.0599976,0.361
1369.758891809687,644.460022,0.444
411.31703487047173,334.9700012,0.196
596.8219104070939,936.0599976,0.244
639.3334443842367,699.1599731000001,0.255
326.2939669161865,203.8800049,0.174
894.4026482470924,1828.3499760000002,0.321
1767.8214372320224,2547.300049,0.547
1199.7127559011167,2870.320068,0.4
1072.1781539696888,180.1000061,0.36700000000000005
1184.2540162730647,1758.4000239999998,0.396
991.0197709224163,599.9099731000001,0.34600000000000003
1968.7850523966965,1928.449951,0.599
1450.9172748569592,3375.4799799999996,0.465
527.2575820808606,282.2399902,0.226
1419.9997956008554,2590.97998,0.457
531.1222669878737,66.23000336,0.22699999999999998
422.9110895915105,394.6700134,0.19899999999999998
1354.3001521816352,1055.030029,0.44
697.3037179894311,304.2399902,0.27
573.6338009650162,488.70001219999995,0.23800000000000002
774.5974161296904,1456.219971,0.29
1462.5113295779981,1624.449951,0.46799999999999997
766.8680463156645,166.6100006,0.28800000000000003
1126.2837426678702,91.84999847,0.381
1535.9403428112446,1610.969971,0.48700000000000004
411.31703487047173,480.1000061,0.196
1682.798369277737,836.7999877999998,0.525
1334.9767276465702,214.25999449999998,0.435
708.89777271047,1202.97998,0.273
2026.7553260018908,1820.319946,0.614
504.0694726387829,217.55999759999997,0.22
1547.5343975322833,2347.719971,0.49
647.0628141982627,27.09000015,0.257
1288.6005087624146,10005.980469,0.423
952.3729218522867,751.2299805,0.336
419.0464046844977,197.8500061,0.198
1145.607167202935,249.6799927,0.386
1450.9172748569592,560.8800049,0.465
639.3334443842367,162.8899994,0.255
670.2509236403404,974.9099731000001,0.263
654.7921840122885,35.41999817,0.259
1048.990044527611,42.91999817,0.361
1493.4288088341018,3082.590088,0.47600000000000003
732.0858821525478,1459.23999,0.27899999999999997
1168.7952766450128,154.0,0.392
1315.6533031115055,1015.8699949999999,0.43
1199.7127559011167,984.0700073,0.4
